MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
0.06731987999872364,RL,-0.1844426168571564,-0.2178413684926929,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6460727010653045,-0.5071973005920318,1.0460783655857715,0.8966792953797542,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5230383279069063,Gd,TA,PConc,Gd,TA,No,GLQ,0.5807078100088658,Unf,-0.29302957385881295,-0.9345422129846325,-0.4441755324590331,GasA,Ex,Y,SBrkr,-0.7737284578963848,1.2071717183014252,-0.10117968082458703,0.4134763730951743,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,Gd,0.9866803134103238,Typ,-0.9241528710642197,,Attchd,0.9731100780166216,RFn,0.30642275962791543,0.34878011514743007,TA,TA,Y,-0.7406335114617164,0.19997174671170043,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,-1.5519176355078907,0.15761852351791597,WD,Normal
-0.8734663783676399,RL,0.4580958808711679,-0.0720317411467486,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,-0.0631737127781044,2.1879038895077407,0.15473749065294862,-0.3955364208842937,Gable,CompShg,MetalSd,MetalSd,None,-0.5698928700094852,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.1777085495774047,Unf,-0.29302957385881295,-0.6296805749490143,0.4769476082628841,GasA,Ex,Y,SBrkr,0.26103005235454874,-0.7848905642207468,-0.10117968082458703,-0.4718098135882958,-0.819257734416567,3.8204540887638516,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,TA,-0.2877089940430985,Typ,0.6235248286698352,TA,Attchd,-0.0826379239895607,RFn,0.30642275962791543,-0.05977196630655915,TA,TA,Y,1.61460266161456,-0.7027223652857307,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,-0.44684829625414213,-0.6028582866450711,WD,Normal
0.06731987999872364,RL,-0.05593491731149154,0.1371733763496063,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6460727010653045,-0.5071973005920318,0.9800531155907476,0.8488194540366414,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.33344822214589964,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.0978395647696066,Unf,-0.29302957385881295,-0.28841754729720287,-0.298973855103854,GasA,Ex,Y,SBrkr,-0.6106138158863854,1.2351632257841725,-0.10117968082458703,0.563658851193263,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,Gd,-0.2877089940430985,Typ,0.6235248286698352,TA,Attchd,0.8949065223124599,RFn,0.30642275962791543,0.6273383525024226,TA,TA,Y,-0.7406335114617164,-0.0811952717793027,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,1.0265774894175226,0.15761852351791597,WD,Normal
0.3025164445903145,RL,-0.3986221160999312,-0.07837129016178965,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.6460727010653045,-0.5071973005920318,-1.859032634195281,-0.682695468942971,Gable,CompShg,Wd Sdng,Wd Shng,None,-0.5698928700094852,TA,TA,BrkTil,TA,Gd,No,ALQ,-0.49477146347857526,Unf,-0.29302957385881295,-0.04725834108992277,-0.6710531533265004,GasA,Gd,Y,SBrkr,-0.5061184983487296,0.9785744071923236,-0.10117968082458703,0.4273089697621036,1.086463805689594,-0.2497667209235681,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,Gd,0.34948565968361267,Typ,0.6235248286698352,Gd,Detchd,0.7776011887562175,Unf,1.619406038033579,0.7851880203369185,TA,TA,Y,-0.7406335114617164,-0.1847831206970407,3.8743030813271018,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,-1.5519176355078907,-1.3633350968080584,WD,Abnorml
0.06731987999872364,RL,0.6294394802653878,0.518814227055078,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.3553191149087134,-0.5071973005920318,0.9470404905932357,0.7530997713504156,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3817699834126425,Gd,TA,PConc,Gd,TA,Av,GLQ,0.4687701713397649,Unf,-0.29302957385881295,-0.1610126836405266,0.2115007918479474,GasA,Ex,Y,SBrkr,-0.03716390256998136,1.6713642173903154,-0.10117968082458703,1.3778059693039544,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,1.385418079037127,-0.20766289448672728,Gd,1.623874967137035,Typ,0.6235248286698352,TA,Attchd,0.8558047444603791,RFn,1.619406038033579,1.6858596544513946,TA,TA,Y,0.7768340899834012,0.5403318217271253,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,2.131646828671271,0.15761852351791597,WD,Normal
-0.16787668459286723,RL,0.6722753801139427,0.5004295349114588,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.7724201266215133,-0.5071973005920318,0.715952115610652,0.5138005646348511,Gable,CompShg,VinylSd,VinylSd,None,-0.5698928700094852,TA,TA,Wood,Gd,TA,No,GLQ,0.6377740571735057,Unf,-0.29302957385881295,-1.130199682171671,-0.5803021049795135,GasA,Ex,Y,SBrkr,-0.9266484347807592,0.5353755387154937,-0.10117968082458703,-0.27420128977502123,1.086463805689594,-0.2497667209235681,-1.0271868296772464,1.232387720662429,-2.2611422209713252,-0.20766289448672728,TA,-0.9249036477698097,Typ,-0.9241528710642197,,Attchd,0.5820922994958133,Unf,0.30642275962791543,0.0330807794784384,TA,TA,Y,-0.42449442782731694,-0.25877444135256783,-0.35953914829025974,12.601064205130514,-0.2858864755036036,-0.0631393554524265,,MnPrv,Shed,1.1441161492362186,1.3949339358354387,0.9180953336809031,WD,Normal
-0.8734663783676399,RL,0.24391638162839316,-0.010664906681151158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.3553191149087134,-0.5071973005920318,1.0790909905832835,0.99239897806598,Gable,CompShg,VinylSd,VinylSd,Stone,0.46727653209484554,Gd,TA,PConc,Ex,TA,Av,GLQ,2.035897112707179,Unf,-0.29302957385881295,-0.5546027088656158,1.4389087207409454,GasA,Ex,Y,SBrkr,1.3620538859220446,-0.7848905642207468,-0.10117968082458703,0.3818590092850504,1.086463805689594,-0.2497667209235681,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,Gd,0.34948565968361267,Typ,0.6235248286698352,Gd,Attchd,1.0122118558687025,RFn,0.30642275962791543,0.7573321966014193,TA,TA,Y,1.2747531467075803,0.14077869018727873,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,0.6582210429996064,-0.6028582866450711,WD,Normal
0.06731987999872364,RL,,0.02711880544849354,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.6460727010653045,0.39116976277455906,0.055699615660412725,-0.5391159449136324,Gable,CompShg,HdBoard,HdBoard,Stone,0.7683902294799738,TA,TA,CBlock,Gd,TA,Mn,ALQ,0.916520726016169,BLQ,-0.1039105500157339,-0.7843864808178355,0.12528729591830984,GasA,Ex,Y,SBrkr,-0.1340132212634185,1.508080423740957,-0.10117968082458703,1.1643887635856178,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,TA,0.34948565968361267,Typ,2.17120252840389,TA,Attchd,-0.1999432575458032,RFn,0.30642275962791543,0.05165132863543791,TA,TA,Y,1.1166836048903805,2.3161235174597765,3.189416838300764,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,Shed,0.5272697684993282,1.763290382253355,0.9180953336809031,WD,Normal
-0.16787668459286723,RM,-0.7841452147369258,-0.5132643525936061,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.6460727010653045,-0.5071973005920318,-1.3308306342350897,-1.6398922958052287,Gable,CompShg,BrkFace,Wd Shng,None,-0.5698928700094852,TA,TA,BrkTil,TA,TA,No,Unf,-0.9688602860771207,Unf,-0.29302957385881295,0.8900774415270527,-0.22637301642626448,GasA,Gd,Y,FuseF,-0.3506498551829489,0.9692439046980745,-0.10117968082458703,0.5399458283356701,-0.819257734416567,-0.2497667209235681,0.7812319615337806,-0.7561914703898819,-1.0456221209685077,4.455167790180623,TA,0.9866803134103238,Min1,2.17120252840389,TA,Detchd,-1.842217927333198,Unf,0.30642275962791543,-0.02263086799256013,Fa,TA,Y,-0.02932057328431753,-0.7027223652857307,2.831408120355178,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,-0.8152047426720583,0.15761852351791597,WD,Abnorml
3.124875219689405,RL,-0.8269811145854807,-0.3484360782025387,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.7724201266215133,0.39116976277455906,-1.066729634254994,-1.6398922958052287,Gable,CompShg,MetalSd,MetalSd,None,-0.5698928700094852,TA,TA,BrkTil,TA,TA,No,GLQ,0.8989618807347414,Unf,-0.29302957385881295,-0.9572930814947532,-0.13789074428795223,GasA,Ex,Y,SBrkr,-0.2104732097056057,-0.7848905642207468,-0.10117968082458703,-0.8373855826428538,1.086463805689594,-0.2497667209235681,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,4.455167790180623,TA,-0.9249036477698097,Typ,2.17120252840389,TA,Attchd,-1.5294037045165514,RFn,-1.0065605187777482,-1.2436444750652778,Gd,TA,Y,-0.7406335114617164,-0.643529308761309,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,,,,-0.08957661223756261,-1.9202740819258068,0.15761852351791597,WD,Normal
